Testname: FB_OD600scan_96well
Date: 12/8/2025  Time: 7:37:01 PM
ID1: P0000000021  ID2: d12a6641-4d0c-48bd-aeac-668fa5facce1  ID3: 
No. of Channels / Multichromatics: 1
No. of Intervals: 1
Configuration: Absorbance
Used wavelengths, gain values and path length correction factor:
  1: 600nm                                          0/0     1.7006
  2: -                                              
  3: -                                              
  4: -                                              
  5: -                                              
Focal height [mm]: -
header_end

Chromatic: 1
Interval: 1
Time [s]: 0
A01:    0.141
A02:    0.123
A03:    0.18 
A04:    0.157
A05:    0.164
A06:    0.169
A07:    0.183
A08:    0.184
A09:    0.186
A10:    0.161
A11:    0.18 
A12:    0.161
B01:    0.134
B02:    0.163
B03:    0.152
B04:    0.159
B05:    0.145
B06:    0.137
B07:    0.123
B08:    0.116
B09:    0.2  
B10:    0.14 
B11:    0.119
B12:    0.156
C01:    0.134
C02:    0.125
C03:    0.157
C04:    0.163
C05:    0.141
C06:    0.177
C07:    0.157
C08:    0.144
C09:    0.153
C10:    0.152
C11:    0.187
C12:    0.158
D01:    0.195
D02:    0.138
D03:    0.143
D04:    0.161
D05:    0.143
D06:    0.139
D07:    0.137
D08:    0.154
D09:    0.128
D10:    0.116
D11:    0.144
D12:    0.122
E01:    0.139
E02:    0.159
E03:    0.164
E04:    0.15 
E05:    0.162
E06:    0.138
E07:    0.141
E08:    0.144
E09:    0.138
E10:    0.159
E11:    0.112
E12:    0.118
F01:    0.124
F02:    0.136
F03:    0.14 
F04:    0.136
F05:    0.141
F06:    0.149
F07:    0.135
F08:    0.13 
F09:    0.138
F10:    0.116
F11:    0.121
F12:    0.13 
G01:    0.133
G02:    0.127
G03:    0.152
G04:    0.141
G05:    0.13 
G06:    0.129
G07:    0.13 
G08:    0.132
G09:    0.105
G10:    0.117
G11:    0.148
G12:    0.123
H01:    0.16 
H02:    0.107
H03:    0.147
H04:    0.152
H05:    0.139
H06:    0.134
H07:    0.144
H08:    0.104
H09:    0.093
H10:    0.091
H11:    0.127
H12:    0.135

